date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:44:46	20873/20873	---M-Z	200	added ('OK')	text/html	etag:%225188-57af298748280-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/tabs.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/tabs.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:44:47	22112/22112	---M-Z	200	added ('OK')	text/html	etag:%22565f-57af2968c3a80-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/accordions.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/accordions.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:44:48	23861/23861	---M-Z	200	added ('OK')	text/html	etag:%225d34-57af29818f500-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/modals.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/modals.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:44:48	20408/20408	---M-Z	200	added ('OK')	text/html	etag:%224fb7-57af297eb2e40-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/lists.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/lists.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:44:49	22363/22363	---M-Z	200	added ('OK')	text/html	etag:%22575a-57af297cca9c0-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/grid.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/grid.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:44:50	19378/19378	---M-Z	200	added ('OK')	text/html	etag:%224bb1-57af29855fe00-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/progress-bars.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/progress-bars.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:44:50	17578/17578	---M-Z	200	added ('OK')	text/html	etag:%2244a9-57af298283740-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/notifications-alerts.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/notifications-alerts.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:44:51	19607/19607	---M-Z	200	added ('OK')	text/html	etag:%224c96-57af298283740-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/pagination.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/pagination.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:44:51	16844/16844	---M-Z	200	added ('OK')	text/html	etag:%2241cb-57af297435580-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/carousel.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/carousel.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:44:52	17947/17947	---M-Z	200	added ('OK')	text/html	etag:%22461a-57af298654040-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/tables.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/tables.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:44:52	14224/14224	---M-Z	200	added ('OK')	text/html	etag:%22378f-57af2975297c0-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/charts-1.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/charts-1.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:44:53	13903/13903	---M-Z	200	added ('OK')	text/html	etag:%22364e-57af2975297c0-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/charts-2.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/charts-2.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:44:54	13745/13745	---M-Z	200	added ('OK')	text/html	etag:%2235b0-57af297fa7080-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/map-1.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/map-1.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:44:54	13780/13780	---M-Z	200	added ('OK')	text/html	etag:%2235d3-57af29809b2c0-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/map-2.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/map-2.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:44:55	17190/17190	---M-Z	200	added ('OK')	text/html	etag:%224325-57af297bd6780-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/forms.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/forms.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:44:57	318746/318746	---M-Z	200	added ('OK')	text/html	etag:%224dd19-57af297dbec00-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/font-awesome.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/font-awesome.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:44:58	67505/67505	---M-Z	200	added ('OK')	text/html	etag:%22107b0-57af29883c4c0-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/themify.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/themify.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:44:59	3732/3732	---M-Z	200	added ('OK')	text/html	etag:%22e93-57af297fa7080-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/login.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/login.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:44:59	4268/4268	---M-Z	200	added ('OK')	text/html	etag:%2210ab-57af298654040-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/sign-up.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/sign-up.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:45:00	12664/12664	---M-Z	200	added ('OK')	text/html	etag:%223177-57af2965e73c0-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/404.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/404.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:45:01	12914/12914	---M-Z	200	added ('OK')	text/html	etag:%223271-57af297341340-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/blank-page.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/blank-page.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:45:01	18331/18331	---M-Z	200	added ('OK')	text/html	etag:%22479a-57af29846bbc0-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/pricing.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/pricing.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:45:02	22577/22577	---M-Z	200	added ('OK')	text/html	etag:%225830-57af2979ee300-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/faq.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/faq.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:45:03	16661/16661	---M-Z	200	added ('OK')	text/html	etag:%224114-57af297eb2e40-gzip%22	https://www.konnectplugins.com/proclinic/Horizontal/invoice.html	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/invoice.html	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:45:04	86659/86659	---M--	200	added ('OK')	application/javascript	etag:%2215283-57af29c080980%22	https://www.konnectplugins.com/proclinic/Horizontal/js/jquery-3.2.1.min.js	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/js/jquery-3.2.1.min.js	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:45:05	19197/19197	---M--	200	added ('OK')	application/javascript	etag:%224afd-57af29c451280%22	https://www.konnectplugins.com/proclinic/Horizontal/js/popper.min.js	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/js/popper.min.js	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:45:07	48944/48944	---M--	200	added ('OK')	application/javascript	etag:%22bf30-57af29bda42c0%22	https://www.konnectplugins.com/proclinic/Horizontal/js/bootstrap.min.js	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/js/bootstrap.min.js	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:45:07	90647/90647	---M--	200	added ('OK')	application/javascript	etag:%2216217-57af29cdda900%22	https://www.konnectplugins.com/proclinic/Horizontal/charts/js/raphael-min.js	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/charts/js/raphael-min.js	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:45:08	35652/35652	---M--	200	added ('OK')	application/javascript	etag:%228b44-57af29cbf2480%22	https://www.konnectplugins.com/proclinic/Horizontal/charts/js/morris.min.js	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/charts/js/morris.min.js	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:45:09	2834/2834	---M--	200	added ('OK')	application/javascript	etag:%22b12-57af29be98500%22	https://www.konnectplugins.com/proclinic/Horizontal/js/custom-morris.js	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/js/custom-morris.js	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:45:10	1771/1771	---M--	200	added ('OK')	application/javascript	etag:%226eb-57af29bf8c740%22	https://www.konnectplugins.com/proclinic/Horizontal/js/custom.js	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/js/custom.js	(from https://www.konnectplugins.com/proclinic/Horizontal/index.html)
21:45:11	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-57af29ac79a40%22	https://www.konnectplugins.com/proclinic/Horizontal/fonts/themify.eot?-fvbane	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/fonts/themify9f24.eot	(from https://www.konnectplugins.com/proclinic/Horizontal/css/themify-icons.css)
21:45:13	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-57af29ac79a40%22	https://www.konnectplugins.com/proclinic/Horizontal/fonts/themify.eot?	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/fonts/themifyd41d.eot	(from https://www.konnectplugins.com/proclinic/Horizontal/css/themify-icons.css)
21:45:14	56108/56108	---M--	200	added ('OK')	application/x-font-woff	etag:%22db2c-57af29b04a340%22	https://www.konnectplugins.com/proclinic/Horizontal/fonts/themify.woff?-fvbane	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/fonts/themify9f24.woff	(from https://www.konnectplugins.com/proclinic/Horizontal/css/themify-icons.css)
21:45:16	78584/78584	---M--	200	added ('OK')	application/x-font-ttf	etag:%22132f8-57af29ae61ec0%22	https://www.konnectplugins.com/proclinic/Horizontal/fonts/themify.ttf?-fvbane	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/fonts/themify9f24.ttf	(from https://www.konnectplugins.com/proclinic/Horizontal/css/themify-icons.css)
21:45:18	234269/234269	---M--	200	added ('OK')	image/svg+xml	etag:%223931d-57af29ad6dc80%22	https://www.konnectplugins.com/proclinic/Horizontal/fonts/themify.svg?-fvbane	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/fonts/themify9f24.svg	(from https://www.konnectplugins.com/proclinic/Horizontal/css/themify-icons.css)
21:45:19	5222/5222	---M--	200	added ('OK')	text/css	etag:%221466-57af299596440%22	https://www.konnectplugins.com/proclinic/Horizontal/datatable/dataTables.bootstrap4.min.css	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/datatable/dataTables.bootstrap4.min.css	(from https://www.konnectplugins.com/proclinic/Horizontal/add-patient.html)
21:45:20	82401/82401	---M--	200	added ('OK')	application/javascript	etag:%22141e1-57af29977e8c0%22	https://www.konnectplugins.com/proclinic/Horizontal/datatable/jquery.dataTables.min.js	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/datatable/jquery.dataTables.min.js	(from https://www.konnectplugins.com/proclinic/Horizontal/add-patient.html)
21:45:21	2085/2085	---M--	200	added ('OK')	application/javascript	etag:%22825-57af299596440%22	https://www.konnectplugins.com/proclinic/Horizontal/datatable/dataTables.bootstrap4.min.js	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/datatable/dataTables.bootstrap4.min.js	(from https://www.konnectplugins.com/proclinic/Horizontal/add-patient.html)
21:45:22	334/334	---M--	200	added ('OK')	application/javascript	etag:%2214e-57af29bcb0080%22	https://www.konnectplugins.com/proclinic/Horizontal/js/custom-datatables.js	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/js/custom-datatables.js	(from https://www.konnectplugins.com/proclinic/Horizontal/patients.html)
21:45:23	32855/32855	---M--	200	added ('OK')	image/jpeg	etag:%228057-57af29b41ac40%22	https://www.konnectplugins.com/proclinic/Horizontal/images/doctor.jpeg	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/images/doctor.jpg	(from https://www.konnectplugins.com/proclinic/Horizontal/about-doctor.html)
21:45:25	29145/29145	---M--	200	added ('OK')	image/jpeg	etag:%2271d9-57af29b326a00%22	https://www.konnectplugins.com/proclinic/Horizontal/images/card-1.jpeg	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/images/card-1.jpg	(from https://www.konnectplugins.com/proclinic/Horizontal/cards.html)
21:45:26	39968/39968	---M--	200	added ('OK')	image/jpeg	etag:%229c20-57af29b326a00%22	https://www.konnectplugins.com/proclinic/Horizontal/images/card-2.jpeg	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/images/card-2.jpg	(from https://www.konnectplugins.com/proclinic/Horizontal/cards.html)
21:45:27	3369/3369	---M--	200	added ('OK')	image/png	etag:%22d29-57af29b7eb540%22	https://www.konnectplugins.com/proclinic/Horizontal/images/user1.png	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/images/user1.png	(from https://www.konnectplugins.com/proclinic/Horizontal/lists.html)
21:45:28	3142/3142	---M--	200	added ('OK')	image/png	etag:%22c46-57af29b8df780%22	https://www.konnectplugins.com/proclinic/Horizontal/images/user2.png	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/images/user2.png	(from https://www.konnectplugins.com/proclinic/Horizontal/lists.html)
21:45:28	3761/3761	---M--	200	added ('OK')	image/png	etag:%22eb1-57af29b8df780%22	https://www.konnectplugins.com/proclinic/Horizontal/images/user3.png	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/images/user3.png	(from https://www.konnectplugins.com/proclinic/Horizontal/lists.html)
21:45:29	85077/85077	---M--	200	added ('OK')	image/jpeg	etag:%2214c55-57af29b6f7300%22	https://www.konnectplugins.com/proclinic/Horizontal/images/slide1.jpg	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/images/slide1.jpg	(from https://www.konnectplugins.com/proclinic/Horizontal/carousel.html)
21:45:31	87535/87535	---M--	200	added ('OK')	image/jpeg	etag:%22155ef-57af29b6f7300%22	https://www.konnectplugins.com/proclinic/Horizontal/images/slide2.jpg	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/images/slide2.jpg	(from https://www.konnectplugins.com/proclinic/Horizontal/carousel.html)
